name,score,brewer,abv,link,note
Cloud Candy,89.0,Mighty Squirrel Brewing Company,6.5,https://www.beeradvocate.com/beer/profile/41562/323627/,"multiple results, guessed best match"
1620,89.0,Ipswich Ale Brewery,6.3,https://www.beeradvocate.com/beer/profile/162/297632/,"multiple results, guessed best match"
Broze,89.0,Proclamation Ale Company,5.5,https://www.beeradvocate.com/beer/profile/33482/196469/,"multiple results, guessed best match"
Mind Haze,89.0,Firestone Walker Brewing Company,6.2,https://www.beeradvocate.com/beer/profile/2210/374705/,"multiple results, guessed best match"
Sour Face,89.0,Mighty Squirrel Brewing Company,5.0,https://www.beeradvocate.com/beer/profile/41562/364805/,"multiple results, guessed best match"
Kriek Des Jacobins,89.0,Brouwerij Omer Vander Ghinste,4.5,http://www.beeradvocate.com/search/?q=Kriek+Des+Jacobins&qt=beer,
Birthday Suit,89.0,Uinta Brewing Company,6.3,https://www.beeradvocate.com/beer/profile/1416/117688/,"multiple results, guessed best match"
Tv Party,89.0,Radiant Pig Craft Brews,7.6,https://www.beeradvocate.com/beer/profile/22072/65387/,"multiple results, guessed best match"
Zen Garden,89.0,Clown Shoes Beer,6.75,https://www.beeradvocate.com/beer/profile/22951/382399/,"multiple results, guessed best match"
Eku 28,89.0,Kulmbacher Brauerei,11.0,https://www.beeradvocate.com/beer/profile/412/1230/,"multiple results, guessed best match"
Route 101,89.0,Ipswich Ale Brewery,6.0,http://www.beeradvocate.com/search/?q=Route+101&qt=beer,
Or Xata,89.0,The Bruery,7.2,https://www.beeradvocate.com/beer/profile/16866/160820/,"multiple results, guessed best match"
Dead Guy,89.0,Rogue Brewing Company,6.8,https://www.beeradvocate.com/beer/profile/132/355/,"multiple results, guessed best match"
Von Pilsner,89.0,Crooked Stave Artisan Beer Project,5.0,https://www.beeradvocate.com/beer/profile/25191/252326/,"multiple results, guessed best match"
Jahrhundert,89.0,Brauerei Ayinger,5.5,https://www.beeradvocate.com/beer/profile/39/133/,"multiple results, guessed best match"
Po Tweet,89.0,Hermit Thrush Brewery,5.2,https://www.beeradvocate.com/beer/profile/37303/246247/,"multiple results, guessed best match"
Samichlaus Schwarzes,89.0,Brauerei Schloss Eggenberg,14.0,http://www.beeradvocate.com/search/?q=Brauerei+Schloss+Eggenberg+Samichlaus+Schwarzes&qt=beer,
Afterglow,89.0,Simple Roots Brewing,7.0,https://www.beeradvocate.com/beer/profile/34208/191802/,"multiple results, guessed best match"
Ritterguts Gose,89.0,Brauhaus Ritterguts,4.7,https://www.beeradvocate.com/beer/profile/58142/11218/,"multiple results, guessed best match"
Finback Ipa,89.0,Finback Brewery,7.2,https://www.beeradvocate.com/beer/profile/33901/111411/,"multiple results, guessed best match"
Doobious,89.0,Bad Sons Beer Company,8.4,https://www.beeradvocate.com/beer/profile/48923/370848/,"multiple results, guessed best match"
Rarefied Air,89.0,Fiddlehead Brewing Company,7.7,https://www.beeradvocate.com/beer/profile/27919/280067/,"multiple results, guessed best match"
Altbairisch Dunkel,89.0,Brauerei Ayinger,5.0,https://www.beeradvocate.com/beer/profile/39/134/,"multiple results, guessed best match"
Barock Dunkel,88.0,Klosterbrauerei Weltenburg,4.7,http://www.beeradvocate.com/search/?q=Barock+Dunkel&qt=beer,
Space Gose,88.0,Barreled Souls Brewing,4.9,https://www.beeradvocate.com/beer/profile/36073/131813/,"multiple results, guessed best match"
Currantly Blacked Out,88.0,Barreled Souls Brewing,4.9,http://www.beeradvocate.com/search/?q=Currantly+Blacked+Out&qt=beer,
Framboise,88.0,Brouwerij Lindemans,2.5,https://www.beeradvocate.com/beer/profile/187/599/,"multiple results, guessed best match"
Helles,88.0,Von Trapp Brewing,4.9,https://www.beeradvocate.com/beer/profile/22512/317160/,"multiple results, guessed best match"
Pinky Swear,88.0,Revival Brewing Company,3.5,https://www.beeradvocate.com/beer/profile/33064/225227/,"multiple results, guessed best match"
Foreign Extra Stout,88.0,St. James\' Gate Brewery,8.2,https://www.beeradvocate.com/beer/profile/35016/271043/,"multiple results, guessed best match"
Optimator,88.0,Spaten-brau,7.6,http://www.beeradvocate.com/search/?q=Optimator&qt=beer,
River Guide,88.0,Berkshire Brewing Company,7.0,https://www.beeradvocate.com/beer/profile/33/2370/,"multiple results, guessed best match"
Kost Schwarzbier,88.0,Kostritzer Schwarzbierbrauerei Gmbh & Co.,4.8,https://www.beeradvocate.com/beer/profile/648/1774/,"multiple results, guessed best match"
Maduro Brown Ale,88.0,Cigar City Brewing,5.5,https://www.beeradvocate.com/beer/profile/17981/47731/,"multiple results, guessed best match"
Ola Dubh 12,88.0,Harviestoun Brewery,8.0,https://www.beeradvocate.com/beer/profile/323/323308/,"multiple results, guessed best match"
La Vermontoise,88.0,Brasserie De Blaugies,6.0,http://www.beeradvocate.com/search/?q=La+Vermontoise&qt=beer,
New England Ipa,88.0,Shire Breu-hous,6.8,https://www.beeradvocate.com/beer/profile/35/303198/,"multiple results, guessed best match"
Espressway,88.0,Two Roads Brewing Company,6.5,https://www.beeradvocate.com/beer/profile/30437/213109/,"multiple results, guessed best match"
Grove Stand,88.0,Beer\'d Brewing Company,9.2,https://www.beeradvocate.com/beer/profile/30321/98338/,"multiple results, guessed best match"
Premiere,88.0,Interboro Spirit & Ales,10.0,https://www.beeradvocate.com/beer/profile/16866/61153/,"multiple results, guessed best match"
Synchopathic,88.0,Destihl Brewery,6.0,https://www.beeradvocate.com/beer/profile/36757/241101/,"multiple results, guessed best match"
Milk Stout Nitro,88.0,Left Hand Brewing Company,5.0,https://www.beeradvocate.com/beer/profile/418/328101/,"multiple results, guessed best match"
Milk Stout,88.0,Left Hand Brewing Company,6.0,https://www.beeradvocate.com/beer/profile/418/415392/,"multiple results, guessed best match"
Coconut Sombrero,88.0,Clown Shoes Beer,7.0,http://www.beeradvocate.com/search/?q=Coconut+Sombrero&qt=beer,
Ommegang Abbey,88.0,Brewery Ommegang,9.5,https://www.beeradvocate.com/beer/profile/42/65735/,"multiple results, guessed best match"
Tripel Threat,88.0,Cambridge Brewing Company,10.0,https://www.beeradvocate.com/beer/profile/14/2599/,"multiple results, guessed best match"
Gypsy Tart,88.0,The Bruery,8.4,http://www.beeradvocate.com/search/?q=Gypsy+Tart&qt=beer,
Ipa,88.0,Crooked Stave Artisan Beer Project,6.2,https://www.beeradvocate.com/beer/profile/220/916/,"multiple results, guessed best match"
Phantom Haze,88.0,Boulevard Brewing Company,7.5,https://www.beeradvocate.com/beer/profile/423/460226/,"multiple results, guessed best match"
Brettabolic,88.0,Wicked Weed Brewing Company,5.9,http://www.beeradvocate.com/search/?q=Brettabolic&qt=beer,
Rocket Surgery,88.0,Surly Brewing Company,5.5,https://www.beeradvocate.com/beer/profile/13014/363378/,"multiple results, guessed best match"
London Pride,88.0,Fuller\'s Brewery,4.1,https://www.beeradvocate.com/beer/profile/71/222/,"multiple results, guessed best match"
Old Foghorn,88.0,Anchor Brewing Company,10.0,https://www.beeradvocate.com/beer/profile/28/1445/,"multiple results, guessed best match"
Red Seal,88.0,North Coast Brewing Company,5.4,http://www.beeradvocate.com/search/?q=Red+Seal&qt=beer,
River Trip,88.0,Allagash Brewing Company,4.8,https://www.beeradvocate.com/beer/profile/4/398180/,"multiple results, guessed best match"
Galactica,88.0,Clown Shoes Beer,8.0,https://www.beeradvocate.com/beer/profile/22951/92472/,"multiple results, guessed best match"
New World Ipa,87.0,Mayflower Brewing Company,6.2,https://www.beeradvocate.com/beer/profile/35989/189786/,"multiple results, guessed best match"
House Lager,87.0,Jack\'s Abby Craft Lagers,5.2,https://www.beeradvocate.com/beer/profile/26520/153110/,"multiple results, guessed best match"
Pearly Wit,87.0,Springdale Beer Company,4.8,https://www.beeradvocate.com/beer/profile/48475/282886/,"multiple results, guessed best match"
Katie,87.0,Amherst Brewing Company,5.5,https://www.beeradvocate.com/beer/profile/225/270150/,"multiple results, guessed best match"
Amber Ale,87.0,Bell\'s Brewery,5.8,https://www.beeradvocate.com/beer/profile/287/794/,"multiple results, guessed best match"
The 87,87.0,Night Shift Brewing Company,9.0,https://www.beeradvocate.com/beer/profile/64/41702/,"multiple results, guessed best match"
Accidental Wilderness,87.0,Honest Weight Artisan Beer,5.6,http://www.beeradvocate.com/search/?q=Accidental+Wilderness&qt=beer,
Arabier,87.0,Brouwerij De Dolle,8.0,https://www.beeradvocate.com/beer/profile/201/215314/,"multiple results, guessed best match"
Maibock Hurts Like Helles,87.0,Jack\'s Abby Craft Lagers,6.5,http://www.beeradvocate.com/search/?q=Maibock+Hurts+Like+Helles&qt=beer,
Zundert,87.0,Brouwerij De Kievit,8.0,https://www.beeradvocate.com/beer/profile/33472/107400/,"multiple results, guessed best match"
Shadow Figures,87.0,Common Roots Brewing Company,5.5,http://www.beeradvocate.com/search/?q=Shadow+Figures&qt=beer,
Extra Dry,87.0,Stillwater Artisanal,4.2,https://www.beeradvocate.com/beer/profile/22150/229927/,"multiple results, guessed best match"
Gregorius,87.0,Stift Engelszell,9.7,https://www.beeradvocate.com/beer/profile/30035/86464/,"multiple results, guessed best match"
Orabelle,87.0,Great Divide Brewing Company,8.3,http://www.beeradvocate.com/search/?q=Orabelle&qt=beer,
Reissdorf Kolsch,87.0,Brauerei Heinrich Reissdorf,4.8,http://www.beeradvocate.com/search/?q=Reissdorf+Kolsch&qt=beer,
Wild Sour: Flanders,87.0,Destihl Brewery,6.1,https://www.beeradvocate.com/beer/profile/36757/124710/,"multiple results, guessed best match"
Anniversary Series,87.0,The Bruery,8.4,https://www.beeradvocate.com/beer/profile/651/139177/,"multiple results, guessed best match"
Sierra Torpedo,87.0,Sierra Nevada Brewing Company,6.0,https://www.beeradvocate.com/beer/profile/140/251571/,"multiple results, guessed best match"
Hop Sounds,87.0,Singlecut Beersmiths,5.0,https://www.beeradvocate.com/beer/profile/30452/416659/,"multiple results, guessed best match"
Ticky Ticky Buzz,87.0,Fonta Flora Brewery,3.2,http://www.beeradvocate.com/search/?q=Ticky+Ticky+Buzz&qt=beer,
Granola Brown Ale,87.0,Black Hog Brewing Company,5.5,https://www.beeradvocate.com/beer/profile/34658/127795/,"multiple results, guessed best match"
Best Coast Ipa,87.0,Drake\'s Brewing Company,7.0,https://www.beeradvocate.com/beer/profile/3835/10308/,"multiple results, guessed best match"
St Medard,87.0,Brasserie Au Baron,7.0,https://www.beeradvocate.com/beer/profile/7548/15838/,"multiple results, guessed best match"
Anchor Steam,87.0,Anchor Brewing Company,4.9,https://www.beeradvocate.com/beer/profile/28/63/,"multiple results, guessed best match"
Nebiulin-a,87.0,Loverbeer,8.0,http://www.beeradvocate.com/search/?q=Nebiulin-a&qt=beer,
Party Guy,87.0,Hermit Thrush Brewery,3.0,https://www.beeradvocate.com/beer/profile/37303/167317/,"multiple results, guessed best match"
Good Neighbor,87.0,Simple Roots Brewing,6.5,https://www.beeradvocate.com/beer/profile/35179/255730/,"multiple results, guessed best match"
Midnight Oil,87.0,Beer\'d Brewing Company,6.2,https://www.beeradvocate.com/beer/profile/30321/102281/,"multiple results, guessed best match"
Colette,87.0,Great Divide Brewing Company,7.3,https://www.beeradvocate.com/beer/profile/158/49374/,"multiple results, guessed best match"
Samara Brown,87.0,Lone Pine Brewing Company,7.5,http://www.beeradvocate.com/search/?q=Samara+Brown&qt=beer,
Kriek,87.0,Lindemans Brewery,3.5,https://www.beeradvocate.com/beer/profile/187/600/,"multiple results, guessed best match"
Country Ride,87.0,Realerevival Brewing,5.8,https://www.beeradvocate.com/beer/profile/31849/255009/,"multiple results, guessed best match"
Whoopie Pie Stout,87.0,Some Brewing Company,6.0,https://www.beeradvocate.com/beer/profile/33631/140888/,"multiple results, guessed best match"
All Day Ipa,87.0,Founders Brewing Company,4.7,https://www.beeradvocate.com/beer/profile/1199/58914/,"multiple results, guessed best match"
Peak Fresh Cut,87.0,Peak Organic Brewing,4.6,http://www.beeradvocate.com/search/?q=Peak+Fresh+Cut&qt=beer,
Bluebird Bitter,87.0,Coniston Brewing Company,4.2,https://www.beeradvocate.com/beer/profile/298/828/,"multiple results, guessed best match"
Rosie,87.0,Lamplighter Brewing Company,9.0,https://www.beeradvocate.com/beer/profile/741/51293/,"multiple results, guessed best match"
Herkules,87.0,Schilling Beer Company,5.0,https://www.beeradvocate.com/beer/profile/32906/114372/,"multiple results, guessed best match"
Select Schwarzbier,87.0,Pipeworks Brewing Company,6.3,http://www.beeradvocate.com/search/?q=Select+Schwarzbier&qt=beer,
Hennepin,87.0,Brewery Ommegang,7.7,https://www.beeradvocate.com/beer/profile/42/165745/,"multiple results, guessed best match"
Leffe Brune,86.0,Abbaye De Leffe,6.5,http://www.beeradvocate.com/search/?q=Leffe+Brune&qt=beer,
Radler Grapefruit,86.0,Stiegl Brauerei,2.5,https://www.beeradvocate.com/beer/profile/817/68049/,"multiple results, guessed best match"
Boomerang,86.0,Mayflower Brewing Company,6.0,https://www.beeradvocate.com/beer/profile/16105/375340/,"multiple results, guessed best match"
Little Wolf,86.0,Zero Gravity Craft Brewery,4.7,https://www.beeradvocate.com/beer/profile/9784/156888/,"multiple results, guessed best match"
Green State Lager,86.0,Zero Gravity Craft Brewery,4.9,http://www.beeradvocate.com/search/?q=Green+State+Lager&qt=beer,
Every Day Haze,86.0,Ithaca Beer Company,6.6,http://www.beeradvocate.com/search/?q=Every+Day+Haze&qt=beer,
Petrus Rood Bruin,86.0,Brouwerij De Brabandere,5.5,http://www.beeradvocate.com/search/?q=Petrus+Rood+Bruin&qt=beer,
Milk Milk,86.0,Carton Brewing Company,4.0,https://www.beeradvocate.com/beer/profile/26817/77633/,"multiple results, guessed best match"
Scorn,86.0,Trve Brewing Company,5.5,https://www.beeradvocate.com/beer/profile/28439/110198/,"multiple results, guessed best match"
Springdale Ipa,86.0,Springdale Beer Company,6.2,https://www.beeradvocate.com/beer/profile/48475/461809/,"multiple results, guessed best match"
Vape Tricks,86.0,Prairie Artisan Ales,5.9,http://www.beeradvocate.com/search/?q=Vape+Tricks&qt=beer,
Oberon,86.0,Bell\'s Brewery,5.8,https://www.beeradvocate.com/beer/profile/287/1094/,"multiple results, guessed best match"
Hell Lager,86.0,Surly Brewing Company,5.0,https://www.beeradvocate.com/beer/profile/13014/44531/,"multiple results, guessed best match"
Berry Jammer,86.0,Sixpoint Brewery,4.0,http://www.beeradvocate.com/search/?q=Berry+Jammer&qt=beer,
Plain Top,86.0,Singlecut Beersmiths,5.2,http://www.beeradvocate.com/search/?q=Plain+Top&qt=beer,
Dmd,86.0,Brasserie Fantome,6.0,https://www.beeradvocate.com/beer/profile/738/173553/,"multiple results, guessed best match"
Groove City Hefe,86.0,Realerevival Brewing,5.2,http://www.beeradvocate.com/search/?q=Groove+City+Hefe&qt=beer,
Premium Pilsner,86.0,Pipeworks Brewing Company,4.9,https://www.beeradvocate.com/beer/profile/28178/345834/,"multiple results, guessed best match"
Sawa,86.0,Cervejaria Japas,6.7,https://www.beeradvocate.com/beer/profile/32810/164209/,"multiple results, guessed best match"
Weissbier,86.0,Benediktiner,5.4,https://www.beeradvocate.com/beer/profile/2432/55287/,"multiple results, guessed best match"
Brother Thelonious,86.0,North Coast Brewing Company,9.4,http://www.beeradvocate.com/search/?q=Brother+Thelonious&qt=beer,
Hell,86.0,Mahr\'s Brau,5.0,https://www.beeradvocate.com/beer/profile/13014/44531/,"multiple results, guessed best match"
Robot Crush,86.0,Aeronaut Brewing Company,5.1,https://www.beeradvocate.com/beer/profile/34607/257450/,"multiple results, guessed best match"
Organic Lager Beer,86.0,Samuel Smith Old Brewery Tadcaster,5.0,https://www.beeradvocate.com/beer/profile/113/778/,"multiple results, guessed best match"
Freigeist Abraxas,86.0,Freigeist Bierkultur,3.8,http://www.beeradvocate.com/search/?q=Freigeist+Abraxas&qt=beer,
Working Class Hero,86.0,Cambridge Brewing Company,4.54,https://www.beeradvocate.com/beer/profile/14/215688/,"multiple results, guessed best match"
Meyer Lemon Gose,86.0,East Rock Brewing Company,5.0,https://www.beeradvocate.com/beer/profile/24940/177977/,"multiple results, guessed best match"
Grevensteiner,86.0,C & A Veltins Brewing Company,5.2,https://www.beeradvocate.com/beer/profile/172/115552/,"multiple results, guessed best match"
Leisure Lagoon,86.0,Coronado Brewing Company,5.5,http://www.beeradvocate.com/search/?q=Leisure+Lagoon&qt=beer,
Commerzienrat Riegele,86.0,Brauhaus Riegele,5.2,https://www.beeradvocate.com/beer/profile/5850/61875/,"multiple results, guessed best match"
Extra Farmhouse,86.0,Brasserie Thiriez,5.8,https://www.beeradvocate.com/beer/profile/31722/141581/,"multiple results, guessed best match"
Shut Up Kelly!,86.0,Bone Up Brewing Company,5.9,https://www.beeradvocate.com/beer/profile/43128/209684/,"multiple results, guessed best match"
Samichlaus Helles,86.0,Brauerei Schloss Eggenberg,14.0,https://www.beeradvocate.com/beer/profile/285/39766/,"multiple results, guessed best match"
Petrus Aged Red,85.0,Brouwerij De Brabandere,8.5,http://www.beeradvocate.com/search/?q=Petrus+Aged+Red&qt=beer,
Somerset Wild,85.0,The Wild Beer Company,5.0,https://www.beeradvocate.com/beer/profile/30750/120140/,"multiple results, guessed best match"
Scrimshaw Pilsner,85.0,North Coast Brewing Company,4.4,http://www.beeradvocate.com/search/?q=Scrimshaw+Pilsner&qt=beer,
Coal Porter,85.0,Atlantic Brewing Company,6.5,https://www.beeradvocate.com/beer/profile/378/1928/,"multiple results, guessed best match"
Chocolate Ale,85.0,Boulevard Brewing Company,8.7,https://www.beeradvocate.com/beer/profile/423/66077/,"multiple results, guessed best match"
Aphrodite,85.0,Brasserie Dieu Du Ciel,8.9,https://www.beeradvocate.com/beer/profile/42/71369/,"multiple results, guessed best match"
Bright Field,85.0,Finback Brewery,5.4,https://www.beeradvocate.com/beer/profile/33901/346400/,"multiple results, guessed best match"
Modernism,85.0,Schilling Beer Company,4.6,https://www.beeradvocate.com/beer/profile/32906/197569/,"multiple results, guessed best match"
Finest Kind Ipa,85.0,Smuttynose Brewing Comapany,?,https://www.beeradvocate.com/beer/profile/141/178248/,"multiple results, guessed best match"
Sunshine Pils,85.0,Troegs Brewing Company,4.5,https://www.beeradvocate.com/beer/profile/694/4108/,"multiple results, guessed best match"
Rabbit Rabbit,85.0,Lamplighter Brewing Company,7.4,https://www.beeradvocate.com/beer/profile/26/4629/,"multiple results, guessed best match"
Golden Monkey,85.0,Victory Brewing Company,9.5,https://www.beeradvocate.com/beer/profile/345/1003/,"multiple results, guessed best match"
Original Munich Lager,85.0,Paulaner Munchen,4.9,http://www.beeradvocate.com/search/?q=Original+Munich+Lager&qt=beer,
Vienna Style Lager,85.0,Von Trapp Brewing,5.3,https://www.beeradvocate.com/beer/profile/140/50671/,"multiple results, guessed best match"
Peche,85.0,Brouwerij Lindemans,2.5,https://www.beeradvocate.com/beer/profile/187/21382/,"multiple results, guessed best match"
Pilsner,85.0,Von Trapp Brewing,5.4,https://www.beeradvocate.com/beer/profile/22512/369716/,"multiple results, guessed best match"
Harpoon Ipa,85.0,Harpoon Brewery,5.7,https://www.beeradvocate.com/beer/profile/98/112645/,"multiple results, guessed best match"
Moonjumper,85.0,Destihl Brewery,6.1,https://www.beeradvocate.com/beer/profile/36757/295908/,"multiple results, guessed best match"
Konig Pilsener,85.0,Konig Brauerei,4.9,https://www.beeradvocate.com/beer/profile/40/137/,"multiple results, guessed best match"
Light Hearted,85.0,Bell\'s Brewery,3.7,https://www.beeradvocate.com/beer/profile/287/431595/,"multiple results, guessed best match"
Flummox,85.0,Proclamation Ale Company,5.0,http://www.beeradvocate.com/search/?q=Flummox&qt=beer,
Petrus Aged Red,85.0,De Brabandere,8.5,http://www.beeradvocate.com/search/?q=Petrus+Aged+Red&qt=beer,
Sam Adams Boston Lager,85.0,Boston Beer Company,5.0,https://www.beeradvocate.com/beer/profile/35/104/,"multiple results, guessed best match"
Oeral,85.0,Brouwerij De Dolle,6.0,http://www.beeradvocate.com/search/?q=Oeral&qt=beer,
Kloster Anno 1050,84.0,Klosterbrauerei Weltenburg,5.5,http://www.beeradvocate.com/search/?q=Kloster+Anno+1050&qt=beer,
Lager,84.0,Firestone Walker Brewing Company,5.2,https://www.beeradvocate.com/beer/profile/45/148/,"multiple results, guessed best match"
Benediktiner Original,84.0,Ettaler Kolsterbrauerei,5.0,http://www.beeradvocate.com/search/?q=Benediktiner+Original&qt=beer,
Switchback Ale,84.0,Switchback Brewing Company,5.0,https://www.beeradvocate.com/beer/profile/5316/8854/,"multiple results, guessed best match"
Apollo Sunshine,84.0,Lamplighter Brewing Company,4.9,http://www.beeradvocate.com/search/?q=Apollo+Sunshine&qt=beer,
Substrate,84.0,Kent Falls Brewing Company,5.0,http://www.beeradvocate.com/search/?q=Substrate&qt=beer,
Mountain Ale,84.0,The Shed Brewery,7.4,https://www.beeradvocate.com/beer/profile/28980/81048/,"multiple results, guessed best match"
Hitachino Red Rice,84.0,Kiuchi Brewery,7.0,https://www.beeradvocate.com/beer/profile/697/4770/,"multiple results, guessed best match"
No Limits Hefeweizen,84.0,Two Roads Brewing Company,5.0,https://www.beeradvocate.com/beer/profile/30437/94390/,"multiple results, guessed best match"
Roadie Grapefruit Radler,84.0,Great Divide Brewing Company,4.2,http://www.beeradvocate.com/search/?q=Roadie+Grapefruit+Radler&qt=beer,
Fat Tire Belgian White,84.0,New Belgium Brewing Company,5.2,http://www.beeradvocate.com/search/?q=Fat+Tire+Belgian+White&qt=beer,
Contee,84.0,Definitive Brewing Company,4.6,http://www.beeradvocate.com/search/?q=Contee&qt=beer,
Ishmael,84.0,Rising Tide Brewing Company,4.9,https://www.beeradvocate.com/beer/profile/23639/61873/,"multiple results, guessed best match"
Fruittanomyces,84.0,Brewery Ommegang,5.3,http://www.beeradvocate.com/search/?q=Fruittanomyces&qt=beer,
Rec. League,84.0,Harpoon Brewery,3.8,http://www.beeradvocate.com/search/?q=Rec.+League&qt=beer,
Samuel Adams Brick Red,84.0,Boston Beer Company,5.2,https://www.beeradvocate.com/beer/profile/35/48246/,"multiple results, guessed best match"
Remain In Light,84.0,Cambridge Brewing Company,5.0,https://www.beeradvocate.com/beer/profile/14/107024/,"multiple results, guessed best match"
Crafty Radler,84.0,Pump House Brewery,4.7,http://www.beeradvocate.com/search/?q=Crafty+Radler&qt=beer,
Cherry Chouffe,84.0,Chouffe,8.0,http://www.beeradvocate.com/search/?q=Cherry+Chouffe&qt=beer,
Pepperell Pils,84.0,Banded Brewing,4.6,http://www.beeradvocate.com/search/?q=Pepperell+Pils&qt=beer,
Clementine,83.0,Clown Shoes Beer,6.0,https://www.beeradvocate.com/beer/profile/22951/58609/,"multiple results, guessed best match"
Seavey Island,83.0,Mast Landing Brewing Company,4.7,http://www.beeradvocate.com/search/?q=Seavey+Island&qt=beer,
Spinnaker,83.0,Rising Tide Brewing Company,4.5,https://www.beeradvocate.com/beer/profile/23639/92766/,"multiple results, guessed best match"
Black Scottish,83.0,Belhaven Brewery,4.2,https://www.beeradvocate.com/beer/profile/148/81614/,"multiple results, guessed best match"
Summer Rays,83.0,Cisco Brewers,5.3,http://www.beeradvocate.com/search/?q=Summer+Rays&qt=beer,
Session Lager,83.0,Full Sail Brewing Company,5.1,https://www.beeradvocate.com/beer/profile/5316/23713/,"multiple results, guessed best match"
Hefe Weiss,83.0,Hofbrauhaus Freising,4.2,https://www.beeradvocate.com/beer/profile/144/802/,"multiple results, guessed best match"
Gaffel Kolsch,83.0,Gaffel Brewery,4.8,https://www.beeradvocate.com/beer/profile/1536/4137/,"multiple results, guessed best match"
Flensburger Dunkel,83.0,Flensburger Brauerei,4.8,http://www.beeradvocate.com/search/?q=Flensburger+Dunkel&qt=beer,
Yorkshire Porter,83.0,Queen City Brewery,5.0,https://www.beeradvocate.com/beer/profile/33137/132100/,"multiple results, guessed best match"
Winterbock,83.0,Flensburger,7.0,http://www.beeradvocate.com/search/?q=Flensburger+Winterbock&qt=beer,
Plum Island,83.0,Newburyport Brewing Company,5.4,https://www.beeradvocate.com/beer/profile/31441/92916/,"multiple results, guessed best match"
Delirium Red,83.0,Brouwerij Huyghe,8.0,http://www.beeradvocate.com/search/?q=Delirium+Red&qt=beer,
Shipping Out Of Boston,83.0,Jack\'s Abby Craft Lagers,5.3,https://www.beeradvocate.com/beer/profile/26520/461807/,"multiple results, guessed best match"
Pilsner,83.0,Brauerei Weihenstephan,5.1,https://www.beeradvocate.com/beer/profile/45/788/,"multiple results, guessed best match"
Flensburger Weizen,83.0,Flensburger Brauerei,5.1,http://www.beeradvocate.com/search/?q=Flensburger+Weizen&qt=beer,
Freshie Salt & Pepper,83.0,Nomad Brewing Company,4.5,http://www.beeradvocate.com/search/?q=Freshie+Salt+&+Pepper&qt=beer,
Old Man Ale,83.0,Coniston Brewing Company,5.0,https://www.beeradvocate.com/beer/profile/298/12547/,"multiple results, guessed best match"
Weissenheimer Hefe,83.0,Destihl Brewery,5.2,http://www.beeradvocate.com/search/?q=Weissenheimer+Hefe&qt=beer,
Turbodog,83.0,Abita Brewing Company,5.6,https://www.beeradvocate.com/beer/profile/3/6/,"multiple results, guessed best match"
India Ale,83.0,Samuel Smith Old Brewery,5.0,https://www.beeradvocate.com/beer/profile/113/573/,"multiple results, guessed best match"
Boon Kriek,83.0,Brouwerij Boon,5.0,https://www.beeradvocate.com/beer/profile/47/2426/,"multiple results, guessed best match"
Brown Ale,83.0,Newburgh Brewing Company,5.6,https://www.beeradvocate.com/beer/profile/45/146/,"multiple results, guessed best match"
Hawaii Five Ale,83.0,Destihl Brewery,6.4,https://www.beeradvocate.com/beer/profile/36757/104748/,"multiple results, guessed best match"
Sour,83.0,Crooked Stave Artisan Beer Project,4.5,https://www.beeradvocate.com/beer/profile/25191/71627/,"multiple results, guessed best match"
Dunkel Lager,82.0,Von Trapp Brewing,5.3,https://www.beeradvocate.com/beer/profile/1853/34017/,"multiple results, guessed best match"
Leffe Blonde,82.0,Abbaye De Leffe,6.6,https://www.beeradvocate.com/beer/profile/470/2137/,"multiple results, guessed best match"
Traquair Ale,82.0,,5.0,https://www.beeradvocate.com/beer/profile/24/4304/,"multiple results, guessed best match"
1664 Blanc,82.0,Brasseries Kronenbourg,5.0,https://www.beeradvocate.com/beer/profile/1498/25625/,"multiple results, guessed best match"
Fat Tire,82.0,New Belgium Brewing Company,5.2,https://www.beeradvocate.com/beer/profile/192/607/,"multiple results, guessed best match"
Hoosac Tunnel,82.0,Berkshire Brewing Company,6.3,http://www.beeradvocate.com/search/?q=Hoosac+Tunnel&qt=beer,
Summer Session,82.0,Peak Organic Brewing Company,4.4,https://www.beeradvocate.com/beer/profile/13884/58999/,"multiple results, guessed best match"
Fly Jack,82.0,Firestone Walker Brewing Company,4.0,https://www.beeradvocate.com/beer/profile/2210/455479/,"multiple results, guessed best match"
Pilsner Urquell,82.0,Plzensky Prazdroj,4.4,https://www.beeradvocate.com/beer/profile/1/429/,"multiple results, guessed best match"
Taybeh Dark,82.0,Taybeh Brewing Company,6.0,http://www.beeradvocate.com/search/?q=Taybeh+Dark&qt=beer,
Celtic Ale,81.0,Long Ireland Beer Company,5.0,https://www.beeradvocate.com/beer/profile/20345/50398/,"multiple results, guessed best match"
Bar Harbor Real Ale,81.0,Atlantic Brewing Company,5.2,https://www.beeradvocate.com/beer/profile/378/1052/,"multiple results, guessed best match"
Flensburger Pils,81.0,Flensburger Brauerei,4.8,https://www.beeradvocate.com/beer/profile/2854/6710/,"multiple results, guessed best match"
Pineapple Mana,81.0,Maui Brewing Company,5.5,http://www.beeradvocate.com/search/?q=Pineapple+Mana&qt=beer,
Big Wave Golden Ale,81.0,Kona Brewing Company,4.4,http://www.beeradvocate.com/search/?q=Big+Wave+Golden+Ale&qt=beer,
Farmer Brown,81.0,The People\'s Pint,5.4,https://www.beeradvocate.com/beer/profile/231/12633/,"multiple results, guessed best match"
