abv,brewer,link,name,note,score,style,category
9.5,Kent Falls Brewing Company,https://www.beeradvocate.com/beer/profile/33119/481438/,The Hollow,No score yet,,Scotch Ale / Wee Heavy,Ale
6.5,Two Roads Brewing Company,http://www.beeradvocate.com/search/?q=Cloud+Sourced&qt=beer,Cloud Sourced,No score yet,,New England IPA,IPA
?,Dogfish Head Craft Brewery,none,"Knuckles, Bats And H'made Tats",couldn't find BeerAdvocate page,,?,Other
?,Dogfish Head Craft Brewery,none,The Perfect Disguise,couldn't find BeerAdvocate page,,?,Other
?,J Wakefield Brewing,none,Pineapple Pop Ipa,couldn't find BeerAdvocate page,,?,Other
?,Tampa Bay Brewing Company,none,Reef Donkey Apa,couldn't find BeerAdvocate page,,?,Other
?,Off Color Brewing Company,none,Coffee Dino Smores,couldn't find BeerAdvocate page,,?,Other
?,Upland Brewing Company,none,Patio Cat,couldn't find BeerAdvocate page,,?,Other
?,Upland Brewing Company,none,Petal To The Kettle,couldn't find BeerAdvocate page,,?,Other
5.0,Alltech's Lexington Brewing Company,https://www.beeradvocate.com/beer/profile/35633/337317/,Kentucky Bourbon Ale,No score yet,,American Wild Ale,Ale
?,Alltech's Lexington Brewing Company,none,Vanilla Barrel Cream Ale -12oz,couldn't find BeerAdvocate page,,?,Other
?,Abita Brewing Company,none,Abita Amber Lager,couldn't find BeerAdvocate page,,?,Other
?,Allagash Brewing Company,none,Fox Leap- 375ml,couldn't find BeerAdvocate page,,?,Other
5.5,Allagash Brewing Company,https://www.beeradvocate.com/beer/profile/4/483240/,Nowaday,No score yet,,Belgian Pale Ale,Ale
?,Austin Street Brewery,none,Bombtrack Double Ipa,couldn't find BeerAdvocate page,,?,Other
?,Austin Street Brewery,none,Rally Session Ipa,couldn't find BeerAdvocate page,,?,Other
?,Banded Brewing,none,Veridian Ipa,couldn't find BeerAdvocate page,,?,Other
?,Battery Steele Brewing,none,Flume Double Ipa,couldn't find BeerAdvocate page,,?,Other
5.5,Bunker Brewing Co,https://www.beeradvocate.com/beer/profile/41566/304457/,Nitro Oatmeal Stout,No score yet,,English Oatmeal Stout,Stout
?,Fore River Brewing Company,none,Fore River Kolsch,couldn't find BeerAdvocate page,,?,Other
6.4,Foulmouthed Brewing,http://www.beeradvocate.com/search/?q=Grawlix&qt=beer,Grawlix,No score yet,,American IPA,IPA
?,Foulmouthed Brewing,none,Knightvillain,couldn't find BeerAdvocate page,,?,Other
4.0,Foulmouthed Brewing,http://www.beeradvocate.com/search/?q=Yuzu+Kosho+Gose&qt=beer,Yuzu Kosho Gose,No score yet,,Leipzig Gose,Sour
?,Foundation Brewing Company,none,Raspberry's My Jam,couldn't find BeerAdvocate page,,?,Other
?,Lone Pine Brewing Company,none,Oh-j Double Ipa,couldn't find BeerAdvocate page,,?,Other
?,Maine Beer Company,none,Lunch Ipa,couldn't find BeerAdvocate page,,?,Other
?,Maine Beer Company,none,Peeper Ale,couldn't find BeerAdvocate page,,?,Other
6.2,Maine Beer Company,http://www.beeradvocate.com/search/?q=Thank+You+2020&qt=beer,Thank You 2020,No score yet,,American IPA,IPA
?,Mast Landing Brewing Company,none,A Beer Named Duck,couldn't find BeerAdvocate page,,?,Other
?,Mast Landing Brewing Company,none,All The Way Up,couldn't find BeerAdvocate page,,?,Other
?,Mast Landing Brewing Company,none,Gunner's Daughter,couldn't find BeerAdvocate page,,?,Other
8.0,Oxbow Brewing Company,http://www.beeradvocate.com/search/?q=Cherry+Cletus&qt=beer,Cherry Cletus,No score yet,,American Wild Ale,Ale
6.5,Oxbow Brewing Company,http://www.beeradvocate.com/search/?q=Principesca&qt=beer,Principesca,No score yet,,Belgian Saison,Other
?,Oxbow Brewing Company,none,Sea Worthy- 16oz Can,couldn't find BeerAdvocate page,,?,Other
?,Peak Organic Brewing Company,none,Sweet Tarts Raspberry,couldn't find BeerAdvocate page,,?,Other
6.5,Rising Tide Brewing Company,https://www.beeradvocate.com/beer/profile/26817/477963/,All Together,No score yet,,New England IPA,IPA
?,Aslin Brewing Company,none,Cortes & His Men,couldn't find BeerAdvocate page,,?,Other
?,1 North Ale Company,none,Ice Bucket Pale,couldn't find BeerAdvocate page,,?,Other
?,Abandoned Building Brewery,none,Lola's Saison,couldn't find BeerAdvocate page,,?,Other
?,Aeronaut Brewing Company,none,A Year With Dr Nandu -16oz Can,couldn't find BeerAdvocate page,,?,Other
9.7,Aeronaut Brewing Company,http://www.beeradvocate.com/search/?q=Cirrocumulus&qt=beer,Cirrocumulus,No score yet,,American Imperial Stout,Stout
?,Aeronaut Brewing Company,none,Into The (citra) Galaxy,couldn't find BeerAdvocate page,,?,Other
6.0,Aeronaut Brewing Company,http://www.beeradvocate.com/search/?q=Sister+Alva&qt=beer,Sister Alva,No score yet,,Belgian Pale Ale,Ale
?,Barewolf Brewing Company,none,Bevvy Brown Ale,couldn't find BeerAdvocate page,,?,Other
6.9,Barewolf Brewing Company,https://www.beeradvocate.com/beer/profile/46207/241630/,Gold Soundz,No score yet,,American IPA,IPA
4.3,Barewolf Brewing Company,https://www.beeradvocate.com/beer/profile/35363/135180/,Smoke Wheat Everyday,No score yet,,Smoke Beer,Other
?,Barewolf Brewing Company,none,That's That,couldn't find BeerAdvocate page,,?,Other
?,Berkley Beer Company,none,Berkley Coffee Porter,couldn't find BeerAdvocate page,,?,Other
?,Berkley Beer Company,none,Berkley Pale Ale,couldn't find BeerAdvocate page,,?,Other
?,Berkshire Brewing Company,none,Busker Pils,couldn't find BeerAdvocate page,,?,Other
?,Berkshire Brewing Company,none,Slue's Maibock,couldn't find BeerAdvocate page,,?,Other
8.0,Bone Up Brewing Company,https://www.beeradvocate.com/beer/profile/43128/209688/,El Pulpo,No score yet,,American Imperial Stout,Stout
5.4,Bone Up Brewing Company,https://www.beeradvocate.com/beer/profile/57948/450334/,Everything Is Peachy,No score yet,,Belgian Saison,Other
?,Bone Up Brewing Company,none,Henrietta Hibiscus Farmhouse,couldn't find BeerAdvocate page,,?,Other
?,Bone Up Brewing Company,none,Wasted Life Ipa,couldn't find BeerAdvocate page,,?,Other
4.7,Boston Beer Company,https://www.beeradvocate.com/beer/profile/35/479553/,Fenway Faithful Ipa,No score yet,,American IPA,IPA
?,Boston Beer Company,none,Sam '76,couldn't find BeerAdvocate page,,?,Other
?,Cambridge Brewing Company,none,Flower Child Ipa,couldn't find BeerAdvocate page,,?,Other
?,Canned Heat Craft Beer Company,none,B-boy Stance,couldn't find BeerAdvocate page,,?,Other
?,Canned Heat Craft Beer Company,none,What Up Homeboy,couldn't find BeerAdvocate page,,?,Other
?,Cisco Brewers,none,Whale's Tale,couldn't find BeerAdvocate page,,?,Other
?,Clown Shoes Beer,none,Lil' Crispy,couldn't find BeerAdvocate page,,?,Other
?,Clown Shoes Beer,none,Mango Merican Kolsch -12oz Can,couldn't find BeerAdvocate page,,?,Other
?,Devil's Purse Brewing Company,none,Handline Kolsch,couldn't find BeerAdvocate page,,?,Other
?,Devil's Purse Brewing Company,none,Shore Laddie,couldn't find BeerAdvocate page,,?,Other
?,Exhibit 'a' Brewing Company,none,Leitmotif: All The Barry's,couldn't find BeerAdvocate page,,?,Other
?,Exhibit 'a' Brewing Company,none,To-go Cup,couldn't find BeerAdvocate page,,?,Other
?,Exhibit A Brewing Company,none,The Cat's Meow Ipa,couldn't find BeerAdvocate page,,?,Other
?,Fab,none,Atlantis Will Prevail,couldn't find BeerAdvocate page,,?,Other
7.5,Fab,http://www.beeradvocate.com/search/?q=Citra+Squid&qt=beer,Citra Squid,No score yet,,American IPA,IPA
?,Fab,none,Fab 100,couldn't find BeerAdvocate page,,?,Other
5.0,Fab,https://www.beeradvocate.com/beer/profile/45045/471456/,Pilsner 4 Peace,No score yet,,German Pilsner,Other
?,Fort Hill Brewery,none,Farmer's Fresh,couldn't find BeerAdvocate page,,?,Other
7.0,Four Phantoms Brewing Company,http://www.beeradvocate.com/search/?q=Speed+Wolf&qt=beer,Speed Wolf,No score yet,,American Stout,Stout
7.5,Four Phatoms Brewing Company,https://www.beeradvocate.com/beer/profile/32722/275190/,Thaw,No score yet,,Belgian Saison,Other
?,Harpoon Brewery,none,Dragonweisse,couldn't find BeerAdvocate page,,?,Other
?,Harpoon Brewery,none,Ufo Georgia Peach,couldn't find BeerAdvocate page,,?,Other
?,Harpoon Brewery,none,Ufo White,couldn't find BeerAdvocate page,,?,Other
6.5,Idle Hands Craft Ales,http://www.beeradvocate.com/search/?q=Bluma&qt=beer,Bluma,No score yet,,German Maibock,Other
4.8,Idle Hands Craft Ales,http://www.beeradvocate.com/search/?q=Edgeworth&qt=beer,Edgeworth,No score yet,,American Lager,Lager
?,Idle Hands Craft Ales,none,Essential Premium Lager,couldn't find BeerAdvocate page,,?,Other
5.6,Idle Hands Craft Ales,http://www.beeradvocate.com/search/?q=Kill+Your+Idles:+Tiki&qt=beer,Kill Your Idles: Tiki,No score yet,,Fruit and Field Beer,Other
?,Idle Hands Craft Ales,none,Kill Your Idols Spring Flowers,couldn't find BeerAdvocate page,,?,Other
?,Idle Hands Craft Ales,none,Time Enough At Last,couldn't find BeerAdvocate page,,?,Other
5.2,Idle Hands Craft Ales,https://www.beeradvocate.com/beer/profile/24802/415090/,Zeroth,No score yet,,American Wild Ale,Ale
?,Jack's Abby Craft Lagers,none,Post Shift Lager,couldn't find BeerAdvocate page,,?,Other
?,Lamplighter Brewing Company,none,Blame It On My Juice: Cranberr,couldn't find BeerAdvocate page,,?,Other
?,Lamplighter Brewing Company,none,From Copenhagen With Love,couldn't find BeerAdvocate page,,?,Other
?,Lord Hobo Brewing Company,none,617 Title Town,couldn't find BeerAdvocate page,,?,Other
?,Lord Hobo Brewing Company,none,Boom Sauce,couldn't find BeerAdvocate page,,?,Other
?,Lord Hobo Brewing Company,none,Freddie Gose,couldn't find BeerAdvocate page,,?,Other
?,Mayflower Brewing Company,none,400 Double Ipa,couldn't find BeerAdvocate page,,?,Other
?,Mayflower Brewing Company,none,Love & Wrestling,couldn't find BeerAdvocate page,,?,Other
?,Mayflower Brewing Company,none,Ottobahn,couldn't find BeerAdvocate page,,?,Other
8.0,Mighty Squirrel Brewing Co,http://www.beeradvocate.com/search/?q=Guavaland&qt=beer,Guavaland,No score yet,,American Wild Ale,Ale
7.0,Mighty Squirrel Brewing Company,https://www.beeradvocate.com/beer/profile/41562/377468/,Mango Lassi,No score yet,,American IPA,IPA
?,Night Shift Brewing Company,none,Chai Like An Eagle,couldn't find BeerAdvocate page,,?,Other
6.6,Night Shift Brewing Company,http://www.beeradvocate.com/search/?q=Cordial+Weisse&qt=beer,Cordial Weisse,No score yet,,Berliner Weisse,Sour
7.0,Night Shift Brewing Company,http://www.beeradvocate.com/search/?q=Fluffinity&qt=beer,Fluffinity,No score yet,,New England IPA,IPA
4.8,Night Shift Brewing Company,https://www.beeradvocate.com/beer/profile/37139/483747/,Lager Lounge,No score yet,,American Lager,Lager
5.0,Night Shift Brewing Company,http://www.beeradvocate.com/search/?q=Nite+Heavy&qt=beer,Nite Heavy,No score yet,,American Lager,Lager
8.5,Night Shift Brewing Company,http://www.beeradvocate.com/search/?q=One+Hop+Double+Time:+Nelson&qt=beer,One Hop Double Time: Nelson,No score yet,,American Imperial IPA,IPA
6.4,Night Shift Brewing Company,http://www.beeradvocate.com/search/?q=Pomegranite+State&qt=beer,Pomegranite State,No score yet,,Fruit and Field Beer,Other
10.2,Night Shift Brewing Company,https://www.beeradvocate.com/beer/profile/39308/282940/,Ransom Note,No score yet,,American Barleywine,Other
6.5,Night Shift Brewing Company,https://www.beeradvocate.com/beer/profile/30581/402627/,Sombra,No score yet,,American Wild Ale,Ale
?,Night Shift Brewing Company,none,What Day Is It?,couldn't find BeerAdvocate page,,?,Other
?,Notch Brewing Company,none,Left Of The Dial Ipa,couldn't find BeerAdvocate page,,?,Other
?,Notch Brewing Company,none,Notch Session Pils,couldn't find BeerAdvocate page,,?,Other
?,Notch Brewing Company,none,Zwickle Beer,couldn't find BeerAdvocate page,,?,Other
?,Opa Opa Brewing Company,none,Melon Mania,couldn't find BeerAdvocate page,,?,Other
?,Remnant Brewing Company,none,Clip Art Ipa,couldn't find BeerAdvocate page,,?,Other
?,Shire Breu-hous,none,Somewhere Over There,couldn't find BeerAdvocate page,,?,Other
?,Shovel Town Brewery,none,Flyaway Ipa,couldn't find BeerAdvocate page,,?,Other
6.3,Small Change Beer Company,http://www.beeradvocate.com/search/?q=Night+Windows&qt=beer,Night Windows,No score yet,,American Porter,Other
?,Small Change Beer Company,none,The Future Is Unwritten,couldn't find BeerAdvocate page,,?,Other
?,Small Change Beer Company,none,Whatever's Cool With Me,couldn't find BeerAdvocate page,,?,Other
?,Springdale Beer Company,none,Back Pocket Beer,couldn't find BeerAdvocate page,,?,Other
7.1,Stellwagen Beer Company,https://www.beeradvocate.com/beer/profile/68/236301/,Airwaves,No score yet,,American Imperial Pilsner,Other
?,Stellwagen Beer Company,none,Cymbals Pale Ale,couldn't find BeerAdvocate page,,?,Other
5.6,Stellwagen Beer Company,http://www.beeradvocate.com/search/?q=Distant+Wind&qt=beer,Distant Wind,No score yet,,American Porter,Other
6.9,Stellwagen Beer Company,https://www.beeradvocate.com/beer/profile/53837/462115/,Not Sorry,No score yet,,English Sweet / Milk Stout,Stout
4.5,Stellwagen Beer Company,https://www.beeradvocate.com/beer/profile/53837/394523/,Whale Watcher,No score yet,,American IPA,IPA
?,The People's Pint,none,The People's Pilsner,couldn't find BeerAdvocate page,,?,Other
?,Bell's Brewery,none,Bell's Porter,couldn't find BeerAdvocate page,,?,Other
?,Bell's Brewery,none,Lager Of The Lakes,couldn't find BeerAdvocate page,,?,Other
4.8,Bell's Brewery,https://www.beeradvocate.com/beer/profile/42543/192510/,Official,No score yet,,American Blonde Ale,Ale
?,Founders Brewing Company,none,Mas Agave Grapefruit,couldn't find BeerAdvocate page,,?,Other
?,Founders Brewing Company,none,Unraveled Ipa,couldn't find BeerAdvocate page,,?,Other
?,Jolly Pumpkin Artisan Ales,none,Co-operation Ale,couldn't find BeerAdvocate page,,?,Other
?,New Holland Brewing Company,none,Dragon's Milk,couldn't find BeerAdvocate page,,?,Other
?,Great North Aleworks,none,Rvp Vanilla Porter,couldn't find BeerAdvocate page,,?,Other
5.6,Northwoods Brewing Company,https://www.beeradvocate.com/beer/profile/54955/462461/,Brown Owl,No score yet,,English Extra Special / Strong Bitter (ESB),Other
4.2,Northwoods Brewing Company,https://www.beeradvocate.com/beer/profile/54955/474513/,Fork Knife,No score yet,,Belgian Saison,Other
?,Northwoods Brewing Company,none,Mac & Margie,couldn't find BeerAdvocate page,,?,Other
?,Northwoods Brewing Company,none,Tall Tall Trees: Volumne 4,couldn't find BeerAdvocate page,,?,Other
?,Schilling Beer Company,none,Adem,couldn't find BeerAdvocate page,,?,Other
?,Schilling Beer Company,none,Alexandr '10,couldn't find BeerAdvocate page,,?,Other
?,Schilling Beer Company,none,Eratus,couldn't find BeerAdvocate page,,?,Other
4.7,Schilling Beer Company,https://www.beeradvocate.com/beer/profile/32906/142860/,Paulus,No score yet,,German Helles,Other
?,Schilling Beer Company,none,Poppy's Moonship: Blackberries,couldn't find BeerAdvocate page,,?,Other
?,Schilling Beer Company,none,Resilience: Geppetto,couldn't find BeerAdvocate page,,?,Other
?,Smuttynose Brewing Company,none,Blueberry Thrill Sour,couldn't find BeerAdvocate page,,?,Other
?,Smuttynose Brewing Company,none,Vunderbar Pilsner,couldn't find BeerAdvocate page,,?,Other
?,Carton Brewing Company,none,B.D.G. Table Ale,couldn't find BeerAdvocate page,,?,Other
?,Carton Brewing Company,none,Monkey Chased The Weasel,couldn't find BeerAdvocate page,,?,Other
?,Carton Brewing Company,none,The Hook,couldn't find BeerAdvocate page,,?,Other
?,Carton Brewing Compnay,https://www.beeradvocate.com/beer/profile/1337/30835/,Beach Session Ale,No score yet,,German Pilsner,Other
5.5,Magnify Brewing Company,https://www.beeradvocate.com/beer/profile/42560/337395/,Power Moves,No score yet,,American Pale Ale (APA),Ale
6.3,Brewery Ommegang,https://www.beeradvocate.com/beer/profile/42/478389/,Apripeche,No score yet,,American Pale Wheat Ale,Ale
?,Brewery Ommegang,none,Ommegang Witte,couldn't find BeerAdvocate page,,?,Other
4.0,Brooklyn Brewery,https://www.beeradvocate.com/beer/profile/45/40162/,Brooklyn Pilsner,No score yet,,German Pilsner,Other
?,Finback Bewery,none,Dimensional Transport,couldn't find BeerAdvocate page,,?,Other
5.2,Finback Brewery,http://www.beeradvocate.com/search/?q=Crispy+Morning&qt=beer,Crispy Morning,No score yet,,Bohemian Pilsener,Other
7.5,Long Ireland Beer Company,https://www.beeradvocate.com/beer/profile/33996/418204/,"Beach, Please",No score yet,,American Wild Ale,Ale
?,Singlecut Beersmiths,none,18-watt,couldn't find BeerAdvocate page,,?,Other
?,Singlecut Beersmiths,none,Charlie's Good Tonight,couldn't find BeerAdvocate page,,?,Other
8.7,Singlecut Beersmiths,https://www.beeradvocate.com/beer/profile/28091/162012/,Kim,No score yet,,American Amber / Red Ale,Ale
?,Singlecut Beersmiths,none,Working Man's Cut,couldn't find BeerAdvocate page,,?,Other
8.0,Sixpoint Brewery,http://www.beeradvocate.com/search/?q=Super+Baja+Jammer&qt=beer,Super Baja Jammer,No score yet,,Leipzig Gose,Sour
7.5,The Brooklyn Brewery,https://www.beeradvocate.com/beer/profile/282/66171/,Black Ops,No score yet,,Russian Imperial Stout,Stout
6.0,The Brooklyn Brewery,https://www.beeradvocate.com/beer/profile/45/72272/,Brooklyn Brown,No score yet,,American Brown Ale,Ale
3.5,The Brooklyn Brewery,https://www.beeradvocate.com/beer/profile/45/409197/,Brooklyn Lager,No score yet,,Vienna Lager,Lager
?,The Brooklyn Brewery,none,Rose De Ville,couldn't find BeerAdvocate page,,?,Other
?,The Brooklyn Brewery,none,The Stonewall Inn Ipa,couldn't find BeerAdvocate page,,?,Other
7.5,The Brooklyn Brewery,http://www.beeradvocate.com/search/?q=Total+Request&qt=beer,Total Request,No score yet,,American Imperial IPA,IPA
4.9,Three Brewing,https://www.beeradvocate.com/beer/profile/37460/295941/,Arbiter Of Fun,No score yet,,American Wild Ale,Ale
?,Wicked Weed Brewing Company,none,Bba El Paraiso,couldn't find BeerAdvocate page,,?,Other
?,Wicked Weed Brewing Company,none,Garcon De Ferme,couldn't find BeerAdvocate page,,?,Other
?,Urban Artifact Brewing,none,The Gadget,couldn't find BeerAdvocate page,,?,Other
5.7,Trve Brewing Company,http://www.beeradvocate.com/search/?q=Ageless+Fire&qt=beer,Ageless Fire,No score yet,,New England IPA,IPA
5.8,Rogue Ales,https://www.beeradvocate.com/beer/profile/132/469224/,Chocolate Stout Nitro,No score yet,,American Stout,Stout
6.8,Brewgentlemen,https://www.beeradvocate.com/beer/profile/44253/346940/,Hanging Gardens,No score yet,,American IPA,IPA
?,Strange Roots Experimental Ales,none,Queen Of The Yellow Dolls,couldn't find BeerAdvocate page,,?,Other
9.5,Troegs Brewing Company,https://www.beeradvocate.com/beer/profile/32810/111531/,Dreamweaver,No score yet,,American Imperial IPA,IPA
?,Victory Brewing Company,none,Wisdom's Hour,couldn't find BeerAdvocate page,,?,Other
?,Narragansett,none,Del's Shandy,couldn't find BeerAdvocate page,,?,Other
?,Proclamation Ale Company,none,Derivative | Waimea,couldn't find BeerAdvocate page,,?,Other
?,Proclamation Ale Company,none,Tendril Ipa,couldn't find BeerAdvocate page,,?,Other
6.0,Whalers Brewing Company,https://www.beeradvocate.com/beer/profile/47527/312170/,Rise Apa,No score yet,,American Pale Ale (APA),Ale
4.2,Charles Towne Fermentory,https://www.beeradvocate.com/beer/profile/46757/398640/,Yacht Party,No score yet,,American Lager,Lager
6.8,Burlington Beer Company,https://www.beeradvocate.com/beer/profile/55604/403852/,Directions To See A Ghost,No score yet,,American Black Ale,Ale
?,Burlington Beer Company,none,Incantations (2020),couldn't find BeerAdvocate page,,?,Other
?,Burlington Beer Company,none,Mahogany & Tweed,couldn't find BeerAdvocate page,,?,Other
?,Burlington Beer Company,none,Reflected Symmetry,couldn't find BeerAdvocate page,,?,Other
?,Burlington Beer Company,none,Seances & Sacrifices,couldn't find BeerAdvocate page,,?,Other
?,Burlington Beer Company,none,Time Of The Chimpanzee,couldn't find BeerAdvocate page,,?,Other
?,Burlington Beer Company,none,You Can't Get There From Here,couldn't find BeerAdvocate page,,?,Other
?,Frost Beer Works,none,Shush Ipa,couldn't find BeerAdvocate page,,?,Other
?,Hermit Thrush Brewery,none,Party Jam Blueberry,couldn't find BeerAdvocate page,,?,Other
5.9,Hermit Thrush Brewery,http://www.beeradvocate.com/search/?q=Party+Jam+Plum&qt=beer,Party Jam Plum,No score yet,,American Wild Ale,Ale
5.9,Hermit Thrush Brewery,https://www.beeradvocate.com/beer/profile/37303/459618/,Party Jam Strawberry,No score yet,,American Wild Ale,Ale
?,Lawson's Finest Liquids,none,Lawson's Scrag Mountain Pils,couldn't find BeerAdvocate page,,?,Other
?,Lawson's Finest Liquids,none,Lawson's Sip Of Sunshine,couldn't find BeerAdvocate page,,?,Other
?,Lawson's Finest Liquids,none,Lawson's Super Session Series,couldn't find BeerAdvocate page,,?,Other
?,Lost Nation Brewing Company,none,Lost Nation Mosaic- 16oz Can,couldn't find BeerAdvocate page,,?,Other
5.0,Rutland Beerworks,https://www.beeradvocate.com/beer/profile/52065/424950/,Rutland Red,No score yet,,American Amber / Red Ale,Ale
?,Rutland Beerworks,none,Vertigo Double Ipa,couldn't find BeerAdvocate page,,?,Other
?,Switchback Brewing Company,none,Karsten Lager,couldn't find BeerAdvocate page,,?,Other
3.5,Zero Gravity Craft Brewery,https://www.beeradvocate.com/beer/profile/28820/440747/,Bobolink,No score yet,,Japanese Rice Lager,Lager
8.5,Zero Gravity Craft Brewery,https://www.beeradvocate.com/beer/profile/45235/483078/,Cone Head,No score yet,,American Imperial IPA,IPA
5.9,Zero Gravity Craft Brewery,https://www.beeradvocate.com/beer/profile/9784/328516/,Funkytown,No score yet,,American Wild Ale,Ale
?,Halyard Brewing Company,none,True Ginger Beer,couldn't find BeerAdvocate page,,?,Other
?,Halyard Brewing Company,none,Volcanic Juice,couldn't find BeerAdvocate page,,?,Other
6.3,E9 Brewing Company,http://www.beeradvocate.com/search/?q=Les+Chalmeurs&qt=beer,Les Chalmeurs,No score yet,,American Wild Ale,Ale
?,Snowdrift Cider Company,none,Cliffbreaks Blend 19,couldn't find BeerAdvocate page,,?,Other
?,Three Magnets Brewing Company,none,In The Icebox,couldn't find BeerAdvocate page,,?,Other
?,Central Waters Brewing Company,none,Mudpuppy Porter,couldn't find BeerAdvocate page,,?,Other
